Member_number,Date,itemDescription,Item Expiration
4272,25/11/2014,specialty chocolate,25/02/2024
4376,25/05/2014,whipped/sour cream,25/08/2023
3867,24/07/2014,domestic eggs,24/10/2023
1702,12/01/2014,pip fruit,12/04/2023
2381,27/04/2014,processed cheese,27/07/2023
1948,23/09/2014,whole milk,23/12/2023
2868,22/04/2014,other vegetables,22/07/2023
4531,12/05/2014,cat food,12/08/2023
1370,09/09/2014,yogurt,09/12/2023
1102,30/09/2014,beverages,30/12/2023
2473,09/11/2014,hard cheese,09/02/2024
2266,30/08/2014,brown bread,30/11/2023
1655,04/11/2014,white wine,04/02/2024
2649,02/08/2014,shopping bags,02/11/2023
1740,21/02/2014,soda,21/05/2023
4617,18/11/2014,bottled water,18/02/2024
2921,04/03/2014,bottled water,04/06/2023
2533,23/12/2014,yogurt,23/03/2024
3168,26/03/2014,tropical fruit,26/06/2023
2993,23/10/2014,domestic eggs,23/01/2024
4292,06/04/2014,salt,06/07/2023
1674,30/06/2014,ice cream,30/09/2023
2092,01/04/2014,salty snack,01/07/2023
1062,07/11/2014,whipped/sour cream,07/02/2024
1015,28/06/2014,rolls/buns,28/09/2023
4149,11/02/2014,ice cream,11/05/2023
3476,05/02/2014,rolls/buns,05/05/2023
4786,13/07/2014,seasonal products,13/10/2023
2054,06/08/2014,liquor (appetizer),06/11/2023
2518,06/12/2014,cream cheese ,06/03/2024
4771,26/12/2014,chewing gum,26/03/2024
4666,27/09/2014,other vegetables,27/12/2023
4513,30/01/2014,soft cheese,30/04/2023
1225,29/11/2014,soda,29/02/2024
3496,11/08/2014,salt,11/11/2023
1720,13/09/2014,vinegar,13/12/2023
4091,31/03/2014,cat food,01/07/2023
3477,17/07/2014,bottled water,17/10/2023
3227,20/08/2014,shopping bags,20/11/2023
2123,06/06/2014,long life bakery product,06/09/2023
4837,17/12/2014,cat food,17/03/2024
4316,31/08/2014,detergent,01/12/2023
3263,30/06/2014,sugar,30/09/2023
3421,13/06/2014,pastry,13/09/2023
4819,23/04/2014,domestic eggs,23/07/2023
1294,07/10/2014,butter milk,07/01/2024
1309,06/05/2014,pickled vegetables,06/08/2023
2589,07/06/2014,bottled water,07/09/2023
1234,14/04/2014,shopping bags,14/07/2023
2685,12/04/2014,fruit/vegetable juice,12/07/2023
1395,24/11/2014,butter,24/02/2024
2480,01/03/2014,salty snack,01/06/2023
4303,17/01/2014,shopping bags,17/04/2023
3915,24/09/2014,shopping bags,24/12/2023
3646,12/05/2014,dessert,12/08/2023
2443,22/05/2014,white wine,22/08/2023
4616,16/10/2014,hard cheese,16/01/2024
2325,06/05/2014,specialty chocolate,06/08/2023
1660,15/06/2014,sliced cheese,15/09/2023
3982,22/11/2014,brown bread,22/02/2024
3181,07/10/2014,salty snack,07/01/2024
3251,20/10/2014,shopping bags,20/01/2024
4846,28/10/2014,salty snack,28/01/2024
4511,18/08/2014,cream cheese ,18/11/2023
1689,19/09/2014,pastry,19/12/2023
3789,10/03/2014,soda,10/06/2023
2737,26/12/2014,shopping bags,26/03/2024
1374,01/09/2014,bottled water,01/12/2023
3948,20/02/2014,shopping bags,20/05/2023
4544,15/05/2014,sugar,15/08/2023
2758,30/06/2014,yogurt,30/09/2023
1659,05/07/2014,yogurt,05/10/2023
4988,13/12/2014,frozen vegetables,13/03/2024
4073,26/04/2014,misc. beverages,26/07/2023
1212,25/05/2014,domestic eggs,25/08/2023
3657,29/05/2014,rolls/buns,29/08/2023
1187,08/06/2014,soda,08/09/2023
4251,02/07/2014,whole milk,02/10/2023
1100,20/02/2014,pasta,20/05/2023
1410,23/05/2014,condensed milk,23/08/2023
3871,16/08/2014,margarine,16/11/2023
1756,22/09/2014,skin care,22/12/2023
4780,16/08/2014,yogurt,16/11/2023
4435,27/01/2014,flour,27/04/2023
3212,09/04/2014,soda,09/07/2023
2871,03/05/2014,dessert,03/08/2023
2645,23/10/2014,bottled water,23/01/2024
3469,11/04/2014,whole milk,11/07/2023
2349,12/10/2014,dishes,12/01/2024
3247,03/09/2014,candy,03/12/2023
1202,21/04/2014,oil,21/07/2023
1512,29/04/2014,fruit/vegetable juice,29/07/2023
3294,01/03/2014,other vegetables,01/06/2023
3142,12/02/2014,whole milk,12/05/2023
4632,18/09/2014,soda,18/12/2023
3411,30/11/2014,margarine,01/03/2024
1200,27/02/2014,detergent,27/05/2023
1107,26/09/2014,rolls/buns,26/12/2023
4070,08/03/2014,soft cheese,08/06/2023
3901,30/11/2014,coffee,01/03/2024
3615,13/06/2014,whole milk,13/09/2023
3857,30/12/2014,other vegetables,30/03/2024
3142,01/09/2014,cream cheese ,01/12/2023
2011,18/05/2014,soda,18/08/2023
3414,02/04/2014,cream cheese ,02/07/2023
3013,25/03/2014,rice,25/06/2023
3053,13/12/2014,other vegetables,13/03/2024
2270,18/12/2014,domestic eggs,18/03/2024
3844,25/09/2014,coffee,25/12/2023
1578,29/11/2014,newspapers,29/02/2024
1364,11/08/2014,bottled water,11/11/2023
4902,21/11/2014,rolls/buns,21/02/2024
2696,23/12/2014,seasonal products,23/03/2024
1449,18/07/2014,other vegetables,18/10/2023
3277,30/08/2014,beef,30/11/2023
1719,14/11/2014,bottled water,14/02/2024
3111,30/10/2014,grapes,30/01/2024
4135,22/02/2014,spices,22/05/2023
2261,21/01/2014,oil,21/04/2023
3835,15/10/2014,bottled beer,15/01/2024
4379,26/08/2014,salty snack,26/11/2023
4284,06/10/2014,soups,06/01/2024
2815,23/09/2014,butter,23/12/2023
4394,14/02/2014,berries,14/05/2023
1400,11/10/2014,fruit/vegetable juice,11/01/2024
2964,03/10/2014,male cosmetics,03/01/2024
2457,09/07/2014,frozen fish,09/10/2023
3725,08/03/2014,UHT-milk,08/06/2023
2041,19/06/2014,yogurt,19/09/2023
1259,10/06/2014,coffee,10/09/2023
1235,04/10/2014,other vegetables,04/01/2024
4820,02/07/2014,male cosmetics,02/10/2023
4690,20/12/2014,condensed milk,20/03/2024
4308,29/11/2014,sliced cheese,29/02/2024
2944,31/07/2014,specialty fat,31/10/2023
4809,21/06/2014,soda,21/09/2023
2803,04/03/2014,rubbing alcohol,04/06/2023
2925,24/11/2014,flour,24/02/2024
4329,06/04/2014,butter milk,06/07/2023
2811,20/06/2014,frozen vegetables,20/09/2023
1527,29/01/2014,domestic eggs,29/04/2023
2909,06/09/2014,ice cream,06/12/2023
2045,11/04/2014,whole milk,11/07/2023
2170,24/02/2014,root vegetables,24/05/2023
3962,15/11/2014,butter,15/02/2024
3065,14/03/2014,whole milk,14/06/2023
1425,06/02/2014,root vegetables,06/05/2023
2692,04/10/2014,sugar,04/01/2024
4893,27/06/2014,whipped/sour cream,27/09/2023
1528,01/02/2014,tropical fruit,01/05/2023
2587,29/10/2014,margarine,29/01/2024
4065,13/01/2014,pastry,13/04/2023
1616,07/11/2014,pastry,07/02/2024
1476,16/01/2014,coffee,16/04/2023
3133,12/07/2014,margarine,12/10/2023
4770,22/02/2014,fruit/vegetable juice,22/05/2023
4725,19/12/2014,shopping bags,19/03/2024
3293,17/10/2014,soda,17/01/2024
3244,21/06/2014,root vegetables,21/09/2023
4941,09/09/2014,soda,09/12/2023
4840,27/08/2014,long life bakery product,27/11/2023
3439,14/05/2014,liquor (appetizer),14/08/2023
4609,01/05/2014,spices,01/08/2023
3818,11/03/2014,whole milk,11/06/2023
1001,12/12/2014,soda,12/03/2024
4523,11/07/2014,red/blush wine,11/10/2023
2349,28/05/2014,whole milk,28/08/2023
2026,07/01/2014,margarine,07/04/2023
3587,03/08/2014,shopping bags,03/11/2023
3959,05/07/2014,whipped/sour cream,05/10/2023
2901,09/08/2014,curd,09/11/2023
2689,19/04/2014,brown bread,19/07/2023
1844,27/04/2014,pastry,27/07/2023
3629,05/07/2014,cream cheese ,05/10/2023
4991,28/08/2014,other vegetables,28/11/2023
1003,15/10/2014,detergent,15/01/2024
4455,18/06/2014,canned fish,18/09/2023
2662,05/12/2014,artif. sweetener,05/03/2024
2948,20/07/2014,shopping bags,20/10/2023
4281,14/08/2014,hard cheese,14/11/2023
1880,17/09/2014,red/blush wine,17/12/2023
4858,17/08/2014,whole milk,17/11/2023
2907,25/03/2014,fruit/vegetable juice,25/06/2023
2339,28/01/2014,chocolate,28/04/2023
3479,06/06/2014,pip fruit,06/09/2023
2562,14/11/2014,root vegetables,14/02/2024
3204,29/05/2014,yogurt,29/08/2023
3200,27/10/2014,oil,27/01/2024
4950,20/04/2014,shopping bags,20/07/2023
1279,13/02/2014,butter,13/05/2023
2245,19/02/2014,canned beer,19/05/2023
1856,26/04/2014,whole milk,26/07/2023
1966,23/10/2014,white bread,23/01/2024
1714,22/01/2014,zwieback,22/04/2023
2133,04/12/2014,curd,04/03/2024
1147,04/03/2014,detergent,04/06/2023
4991,20/01/2014,hygiene articles,20/04/2023
2850,18/01/2014,UHT-milk,18/04/2023
4159,11/07/2014,cat food,11/10/2023
1902,14/12/2014,whipped/sour cream,14/03/2024
4675,09/07/2014,specialty fat,09/10/2023
4544,29/10/2014,cake bar,29/01/2024
4715,10/12/2014,snack products,10/03/2024
2020,01/02/2014,fruit/vegetable juice,01/05/2023
3814,05/01/2014,red/blush wine,05/04/2023
3351,13/06/2014,bottled beer,13/09/2023
1721,07/03/2014,soda,07/06/2023
4365,23/01/2014,UHT-milk,23/04/2023
3724,05/07/2014,white wine,05/10/2023
3160,13/11/2014,yogurt,13/02/2024
3786,02/04/2014,pastry,02/07/2023
1204,12/01/2014,chocolate,12/04/2023
1240,15/07/2014,hard cheese,15/10/2023
2504,10/02/2014,butter,10/05/2023
4897,13/06/2014,rolls/buns,13/09/2023
3491,11/12/2014,whole milk,11/03/2024
3046,22/08/2014,frozen vegetables,22/11/2023
4820,23/04/2014,long life bakery product,23/07/2023
4898,03/04/2014,long life bakery product,03/07/2023
2919,14/01/2014,curd,14/04/2023
1354,04/05/2014,hard cheese,04/08/2023
4424,31/08/2014,herbs,01/12/2023
1320,19/07/2014,bottled beer,19/10/2023
4422,19/10/2014,bottled water,19/01/2024
3533,22/08/2014,other vegetables,22/11/2023
3721,10/12/2014,bottled beer,10/03/2024
3107,02/01/2014,whole milk,02/04/2023
4908,13/11/2014,kitchen towels,13/02/2024
1684,26/02/2014,white bread,26/05/2023
3452,23/12/2014,rolls/buns,23/03/2024
4052,17/05/2014,specialty vegetables,17/08/2023
1520,30/04/2014,berries,30/07/2023
2063,26/05/2014,other vegetables,26/08/2023
2353,14/11/2014,coffee,14/02/2024
3450,20/05/2014,pastry,20/08/2023
4056,03/10/2014,domestic eggs,03/01/2024
4865,20/05/2014,whipped/sour cream,20/08/2023
1395,20/05/2014,shopping bags,20/08/2023
2325,27/02/2014,pastry,27/05/2023
4887,02/01/2014,soap,02/04/2023
3356,30/09/2014,fruit/vegetable juice,30/12/2023
3827,11/09/2014,soda,11/12/2023
1546,02/04/2014,canned fish,02/07/2023
1327,04/12/2014,sugar,04/03/2024
2682,20/02/2014,other vegetables,20/05/2023
4937,22/06/2014,fruit/vegetable juice,22/09/2023
3817,24/11/2014,frozen meals,24/02/2024
4314,27/01/2014,whole milk,27/04/2023
4146,03/01/2014,root vegetables,03/04/2023
4749,11/09/2014,dessert,11/12/2023
3222,16/01/2014,sliced cheese,16/04/2023
1937,07/03/2014,spread cheese,07/06/2023
1440,01/01/2014,yogurt,01/04/2023
1682,05/07/2014,dessert,05/10/2023
1421,30/08/2014,soda,30/11/2023
2774,26/03/2014,shopping bags,26/06/2023
2009,11/12/2014,prosecco,11/03/2024
1366,19/02/2014,brown bread,19/05/2023
1432,12/03/2014,bottled beer,12/06/2023
2758,24/10/2014,other vegetables,24/01/2024
1209,05/03/2014,shopping bags,05/06/2023
3695,12/10/2014,rolls/buns,12/01/2024
1353,12/09/2014,baking powder,12/12/2023
4351,26/11/2014,rolls/buns,26/02/2024
4277,03/08/2014,butter,03/11/2023
4532,13/11/2014,fruit/vegetable juice,13/02/2024
4281,09/03/2014,hard cheese,09/06/2023
2025,13/11/2014,bottled beer,13/02/2024
1708,09/07/2014,whole milk,09/10/2023
3153,21/06/2014,whipped/sour cream,21/09/2023
4584,22/04/2014,bottled beer,22/07/2023
3948,10/04/2014,whole milk,10/07/2023
4082,03/08/2014,pip fruit,03/11/2023
1169,15/01/2014,rolls/buns,15/04/2023
1220,16/11/2014,pasta,16/02/2024
1438,18/05/2014,coffee,18/08/2023
2071,31/07/2014,butter,31/10/2023
4802,10/08/2014,cooking chocolate,10/11/2023
2868,15/06/2014,pickled vegetables,15/09/2023
2390,28/11/2014,other vegetables,28/02/2024
3649,23/09/2014,pip fruit,23/12/2023
1834,21/12/2014,baking powder,21/03/2024
1578,26/03/2014,beverages,26/06/2023
4060,11/10/2014,rolls/buns,11/01/2024
3717,27/01/2014,frozen meals,27/04/2023
1501,03/11/2014,detergent,03/02/2024
4654,06/05/2014,frozen vegetables,06/08/2023
1022,22/02/2014,napkins,22/05/2023
4822,02/07/2014,brown bread,02/10/2023
4473,03/06/2014,other vegetables,03/09/2023
1099,29/08/2014,instant coffee,29/11/2023
2020,11/04/2014,rolls/buns,11/07/2023
4227,25/07/2014,long life bakery product,25/10/2023
1113,02/02/2014,canned beer,02/05/2023
4542,05/12/2014,soap,05/03/2024
1607,05/10/2014,onions,05/01/2024
4825,23/04/2014,citrus fruit,23/07/2023
4467,11/01/2014,UHT-milk,11/04/2023
3146,07/02/2014,other vegetables,07/05/2023
3508,10/03/2014,pastry,10/06/2023
4712,03/11/2014,newspapers,03/02/2024
3535,16/02/2014,rolls/buns,16/05/2023
4404,10/10/2014,coffee,10/01/2024
2934,30/10/2014,butter milk,30/01/2024
4080,23/04/2014,whipped/sour cream,23/07/2023
1266,27/08/2014,sliced cheese,27/11/2023
4244,05/12/2014,processed cheese,05/03/2024
2545,13/04/2014,whole milk,13/07/2023
3427,05/06/2014,yogurt,05/09/2023
2174,18/09/2014,cereals,18/12/2023
3849,09/10/2014,shopping bags,09/01/2024
4015,10/11/2014,pastry,10/02/2024
3123,15/12/2014,sliced cheese,15/03/2024
3366,19/12/2014,white bread,19/03/2024
4916,07/11/2014,canned beer,07/02/2024
4698,24/07/2014,curd,24/10/2023
1137,16/05/2014,canned beer,16/08/2023
1781,15/03/2014,yogurt,15/06/2023
1519,28/10/2014,oil,28/01/2024
4262,17/08/2014,newspapers,17/11/2023
4625,03/01/2014,whipped/sour cream,03/04/2023
4823,22/02/2014,candy,22/05/2023
2669,20/03/2014,whipped/sour cream,20/06/2023
1417,14/10/2014,cream cheese ,14/01/2024
2311,26/10/2014,pastry,26/01/2024
4387,22/10/2014,detergent,22/01/2024
4833,17/08/2014,whole milk,17/11/2023
1002,26/04/2014,whole milk,26/07/2023
1019,10/12/2014,red/blush wine,10/03/2024
1548,01/10/2014,bottled beer,01/01/2024
2350,03/04/2014,canned fish,03/07/2023
4599,23/04/2014,chocolate,23/07/2023
2983,28/02/2014,specialty chocolate,28/05/2023
1994,21/07/2014,bottled beer,21/10/2023
2611,16/02/2014,margarine,16/05/2023
2649,03/09/2014,liqueur,03/12/2023
4941,12/06/2014,canned beer,12/09/2023
1836,13/04/2014,sugar,13/07/2023
1878,09/06/2014,canned beer,09/09/2023
3184,10/09/2014,domestic eggs,10/12/2023
1924,20/05/2014,white bread,20/08/2023
3266,30/10/2014,rolls/buns,30/01/2024
4807,21/05/2014,frozen fish,21/08/2023
1746,21/03/2014,margarine,21/06/2023
3267,27/03/2014,beverages,27/06/2023
3216,02/11/2014,rolls/buns,02/02/2024
3629,05/11/2014,chocolate,05/02/2024
1142,22/05/2014,soups,22/08/2023
1178,15/06/2014,shopping bags,15/09/2023
2391,01/11/2014,misc. beverages,01/02/2024
1753,30/07/2014,pastry,30/10/2023
4607,09/06/2014,specialty bar,09/09/2023
2762,27/10/2014,red/blush wine,27/01/2024
1959,23/03/2014,rolls/buns,23/06/2023
2776,14/05/2014,butter,14/08/2023
4554,18/07/2014,margarine,18/10/2023
4367,22/08/2014,shopping bags,22/11/2023
3265,09/07/2014,pastry,09/10/2023
4665,12/01/2014,rolls/buns,12/04/2023
4224,06/10/2014,processed cheese,06/01/2024
1759,28/07/2014,flour,28/10/2023
4712,21/09/2014,butter milk,21/12/2023
1364,07/01/2014,frozen dessert,07/04/2023
4465,04/01/2014,frozen potato products,04/04/2023
4635,02/02/2014,root vegetables,02/05/2023
1852,04/01/2014,chocolate,04/04/2023
4551,07/01/2014,pastry,07/04/2023
1134,18/02/2014,newspapers,18/05/2023
3151,20/08/2014,margarine,20/11/2023
2593,16/04/2014,yogurt,16/07/2023
2318,10/12/2014,whipped/sour cream,10/03/2024
1483,13/01/2014,pip fruit,13/04/2023
1892,05/08/2014,waffles,05/11/2023
4184,17/09/2014,rolls/buns,17/12/2023
2741,10/08/2014,canned beer,10/11/2023
2461,24/01/2014,pastry,24/04/2023
3608,24/01/2014,spread cheese,24/04/2023
3038,30/12/2014,yogurt,30/03/2024
1772,04/02/2014,red/blush wine,04/05/2023
3548,20/10/2014,mayonnaise,20/01/2024
3010,11/05/2014,sliced cheese,11/08/2023
4010,11/08/2014,other vegetables,11/11/2023
4466,14/07/2014,soda,14/10/2023
4191,05/08/2014,white bread,05/11/2023
1578,24/08/2014,citrus fruit,24/11/2023
2837,13/10/2014,soda,13/01/2024
4860,25/06/2014,soda,25/09/2023
2047,12/05/2014,newspapers,12/08/2023
4649,05/09/2014,shopping bags,05/12/2023
3247,09/03/2014,coffee,09/06/2023
4192,22/02/2014,seasonal products,22/05/2023
3491,26/06/2014,specialty bar,26/09/2023
1025,06/02/2014,shopping bags,06/05/2023
3556,17/12/2014,whipped/sour cream,17/03/2024
3698,11/07/2014,whole milk,11/10/2023
1534,02/07/2014,pastry,02/10/2023
1327,14/12/2014,rolls/buns,14/03/2024
1716,16/08/2014,pip fruit,16/11/2023
4500,15/11/2014,cling film/bags,15/02/2024
1097,03/05/2014,root vegetables,03/08/2023
3614,13/04/2014,specialty bar,13/07/2023
1717,26/07/2014,bottled water,26/10/2023
1981,01/11/2014,fruit/vegetable juice,01/02/2024
2320,25/03/2014,grapes,25/06/2023
3088,11/03/2014,newspapers,11/06/2023
4920,09/10/2014,canned fish,09/01/2024
4338,25/10/2014,candy,25/01/2024
2093,01/06/2014,canned vegetables,01/09/2023
4212,12/05/2014,rolls/buns,12/08/2023
3817,12/03/2014,yogurt,12/06/2023
2552,08/10/2014,root vegetables,08/01/2024
2524,03/08/2014,UHT-milk,03/11/2023
2454,12/07/2014,other vegetables,12/10/2023
1498,29/10/2014,baking powder,29/01/2024
2222,03/04/2014,rolls/buns,03/07/2023
3905,25/01/2014,soft cheese,25/04/2023
3485,10/11/2014,misc. beverages,10/02/2024
4403,24/06/2014,other vegetables,24/09/2023
2661,14/12/2014,waffles,14/03/2024
2415,14/09/2014,bottled water,14/12/2023
4165,16/09/2014,white wine,16/12/2023
1838,14/06/2014,ice cream,14/09/2023
4129,28/02/2014,yogurt,28/05/2023
3468,02/06/2014,yogurt,02/09/2023
3515,13/04/2014,cling film/bags,13/07/2023
4683,09/05/2014,specialty chocolate,09/08/2023
4415,22/08/2014,other vegetables,22/11/2023
3778,27/04/2014,specialty chocolate,27/07/2023
2406,27/10/2014,chocolate marshmallow,27/01/2024
2726,27/11/2014,shopping bags,27/02/2024
3370,14/12/2014,frozen vegetables,14/03/2024
4485,27/01/2014,pastry,27/04/2023
3266,06/09/2014,misc. beverages,06/12/2023
3115,09/07/2014,bottled water,09/10/2023
2479,05/03/2014,bottled water,05/06/2023
1628,13/11/2014,white bread,13/02/2024
1023,13/06/2014,soda,13/09/2023
1089,05/12/2014,sauces,05/03/2024
1386,21/12/2014,sugar,21/03/2024
3221,09/09/2014,spices,09/12/2023
2623,22/11/2014,brown bread,22/02/2024
2142,23/05/2014,seasonal products,23/08/2023
4164,03/03/2014,curd,03/06/2023
1277,25/01/2014,brown bread,25/04/2023
2927,01/09/2014,popcorn,01/12/2023
4455,09/10/2014,rolls/buns,09/01/2024
4042,15/07/2014,rolls/buns,15/10/2023
1239,18/04/2014,soda,18/07/2023
1542,13/09/2014,popcorn,13/12/2023
4208,03/02/2014,rolls/buns,03/05/2023
4106,25/07/2014,baking powder,25/10/2023
1853,25/03/2014,fruit/vegetable juice,25/06/2023
2701,16/08/2014,margarine,16/11/2023
3539,19/03/2014,soda,19/06/2023
1428,18/10/2014,long life bakery product,18/01/2024
2424,23/03/2014,softener,23/06/2023
1528,12/06/2014,cream cheese ,12/09/2023
3150,11/08/2014,pip fruit,11/11/2023
3635,23/12/2014,pasta,23/03/2024
4078,27/09/2014,cream cheese ,27/12/2023
3606,11/11/2014,whipped/sour cream,11/02/2024
4066,24/01/2014,sliced cheese,24/04/2023
4508,22/11/2014,pip fruit,22/02/2024
2284,24/03/2014,frozen potato products,24/06/2023
3450,26/11/2014,pip fruit,26/02/2024
4097,18/05/2014,condensed milk,18/08/2023
4096,20/04/2014,napkins,20/07/2023
2637,18/09/2014,rolls/buns,18/12/2023
3007,02/12/2014,frozen dessert,02/03/2024
1859,05/11/2014,butter milk,05/02/2024
1479,29/03/2014,whole milk,29/06/2023
1719,25/04/2014,curd,25/07/2023
1618,13/07/2014,sugar,13/10/2023
3976,05/10/2014,rolls/buns,05/01/2024
2482,21/01/2014,vinegar,21/04/2023
4899,27/08/2014,rolls/buns,27/11/2023
2364,23/07/2014,bottled water,23/10/2023
2478,25/02/2014,photo/film,25/05/2023
3680,25/10/2014,soda,25/01/2024
2552,20/06/2014,whole milk,20/09/2023
3676,09/06/2014,other vegetables,09/09/2023
1855,16/07/2014,skin care,16/10/2023
3582,29/11/2014,napkins,29/02/2024
2688,21/12/2014,whole milk,21/03/2024
3782,14/05/2014,butter,14/08/2023
1427,12/06/2014,rolls/buns,12/09/2023
4310,07/07/2014,whole milk,07/10/2023
2803,26/10/2014,yogurt,26/01/2024
4601,05/01/2014,yogurt,05/04/2023
2027,26/02/2014,domestic eggs,26/05/2023
1398,23/08/2014,sugar,23/11/2023
1896,25/07/2014,citrus fruit,25/10/2023
3731,18/08/2014,soda,18/11/2023
2764,18/04/2014,yogurt,18/07/2023
3909,16/09/2014,berries,16/12/2023
2857,12/12/2014,newspapers,12/03/2024
2192,21/11/2014,rolls/buns,21/02/2024
1507,06/06/2014,hair spray,06/09/2023
4617,03/11/2014,coffee,03/02/2024
3920,17/02/2014,whole milk,17/05/2023
1843,24/09/2014,domestic eggs,24/12/2023
2946,20/09/2014,specialty cheese,20/12/2023
1087,16/12/2014,flower (seeds),16/03/2024
2014,19/12/2014,yogurt,19/03/2024
1473,27/02/2014,pasta,27/05/2023
3095,17/08/2014,liquor,17/11/2023
4461,13/05/2014,white bread,13/08/2023
3879,03/12/2014,specialty bar,03/03/2024
3083,09/06/2014,flour,09/09/2023
1114,25/04/2014,brown bread,25/07/2023
2390,26/08/2014,other vegetables,26/11/2023
1625,10/01/2014,bottled water,10/04/2023
4842,19/10/2014,hamburger meat,19/01/2024
4798,19/05/2014,soda,19/08/2023
3127,24/03/2014,whole milk,24/06/2023
4051,18/12/2014,waffles,18/03/2024
1004,19/08/2014,whole milk,19/11/2023
3782,21/09/2014,root vegetables,21/12/2023
2974,01/01/2014,whipped/sour cream,01/04/2023
1938,25/09/2014,bottled water,25/12/2023
4973,28/05/2014,brown bread,28/08/2023
3065,28/12/2014,dental care,28/03/2024
2704,02/08/2014,whole milk,02/11/2023
3083,19/09/2014,whole milk,19/12/2023
4442,08/04/2014,pet care,08/07/2023
2147,15/09/2014,brown bread,15/12/2023
4594,24/12/2014,bottled beer,24/03/2024
1108,22/08/2014,pastry,22/11/2023
4277,04/09/2014,hygiene articles,04/12/2023
2058,08/05/2014,pip fruit,08/08/2023
1041,29/06/2014,brown bread,29/09/2023
4494,11/06/2014,frozen meals,11/09/2023
3246,14/01/2014,frozen vegetables,14/04/2023
2264,17/10/2014,coffee,17/01/2024
4931,28/08/2014,cream cheese ,28/11/2023
3457,17/03/2014,chocolate marshmallow,17/06/2023
4444,08/12/2014,pasta,08/03/2024
1724,04/04/2014,salty snack,04/07/2023
1966,14/02/2014,grapes,14/05/2023
4126,06/11/2014,candy,06/02/2024
